Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
47382,1.189179367,0.183446995,0.866510354,0.918469207,-0.463426438,-0.100253647,-0.365644123,0.099333869,0.042597263,0.115019248,1.096385301,1.060858323,0.548788941,0.196259024,0.567785851,0.763386129,-1.012529338,0.595208327,-0.080752126,-0.085211483,-0.026577498,-0.060004203,0.004099549,-0.01003744,0.351851553,-0.509895632,0.048797618,0.023784226,0,0
52433,1.214687098,-0.333026614,1.066594128,-0.042089263,-0.961936624,0.059842774,-0.785062171,0.190604625,0.794022855,-0.227402681,0.823974066,1.252523667,0.450643461,-0.356169069,-0.42606663,0.435094927,-0.470290582,0.161659779,0.647329654,-0.033184951,-0.088958425,-0.05778622,0.009783715,0.097121325,0.143735592,0.992646914,-0.034059513,0.00227198,0,0
52521,1.009505997,-0.215303552,2.239280736,3.016949631,-1.190015495,1.444945748,-1.315813767,0.586344919,1.13628542,0.193699925,-1.416474322,0.635467408,-0.002253543,-1.281586975,-1.667012253,-0.18758709,0.357145997,-0.549829288,-0.903548778,-0.210806962,0.089266633,0.790814607,-0.082397006,0.145507709,0.404252206,0.279747011,0.11221827,0.035986422,0,0
56319,0.7920789,0.436581378,1.358800274,2.798437459,-0.769027573,0.087738766,-0.47030756,0.298705208,0.30032081,0.698048115,-1.314697546,-0.757199472,-1.41417438,-0.247283486,-0.144989377,0.497338668,-0.215859504,0.161518473,-0.373011474,-0.263241736,0.008745671,0.149928474,0.340339601,0.312103044,-1.132621486,-0.162689808,0.008280289,-0.11114646,0,0
57033,-4.859621059,-2.608014739,1.143044115,1.535781533,3.045055898,-1.192869423,-0.143801357,-0.304145938,-0.419342278,1.115576512,0.923464507,0.022567109,-0.732098097,-0.000583069,-0.605980289,1.255141997,-1.450753037,-0.31068822,-2.286115613,-1.305106921,-0.31707307,-0.177845365,-2.030713455,-0.158708334,0.249695216,-0.332093759,-0.97136696,-0.506191887,0,0
65079,1.282353118,0.108342554,0.098351103,0.688039217,-0.417451226,-1.042394718,0.150890338,-0.192747786,0.357994681,-0.075742974,-0.767508066,-0.360196944,-1.345102055,0.442398798,0.193448382,-0.270052175,0.059453461,-0.478830695,0.138184065,-0.211483838,-0.083687452,-0.139993685,-0.091292858,0.425768398,0.622312955,0.558703854,-0.060460151,-0.002065075,0,0
66052,1.264846299,0.078891636,-0.072401047,0.549752924,-0.019910532,-0.356693127,0.092153689,-0.053472093,0.319225451,-0.130922587,-0.8010458,-0.18405771,-0.907398213,0.370633708,0.428426191,-0.476003019,0.184389566,-0.858680423,-0.087152189,-0.206300061,-0.075199901,-0.05960213,-0.111016505,-0.235180366,0.610882405,0.609407344,-0.041870113,-0.008280601,0,0
66959,-3.409911961,-1.625672181,-0.6337702,1.817057126,0.574391731,-1.278011176,-0.225095874,0.426009023,-0.369504116,-0.009675847,-1.236141862,0.192143069,0.514180462,0.606969467,0.892252529,-0.465391579,0.582977825,-0.035310212,2.2943038,-1.10813978,-0.201128475,0.578745161,1.540170842,-0.011334258,-0.205942762,0.729935481,0.074113484,-0.33234157,0,0
73760,-0.90799547,0.758230159,1.819020407,-0.545179435,-0.795851202,-0.063334645,-0.258223636,0.642899562,0.517573294,-1.10631251,-0.66482673,1.322230998,1.079096892,-0.722054085,-1.320823203,-0.499859116,0.470752473,-1.032716168,-0.682300285,-0.083166115,0.183968593,0.939407027,-0.090920736,0.54196126,-0.398305314,1.008074507,0.244807985,0.148367234,0,0
75591,-0.895827874,0.987768538,2.085479266,1.200862397,1.130163752,-0.19644072,0.960377698,-0.086019077,-1.524369596,0.33436428,0.689896595,-0.038324223,-0.350992468,0.201692958,-0.761791307,0.949659389,-1.265441458,0.406071849,-1.075592389,0.001520605,0.056458752,0.091140407,-0.423553881,-0.020798939,0.566804262,-0.072592502,-0.178259421,-0.171175612,0,0
76048,-2.722769025,1.768048046,0.202587162,2.002923456,-0.546719376,0.748403792,-0.898242043,1.099195774,0.184985321,1.251359326,-0.767278201,0.427665336,-0.707718864,-0.066072633,-2.165720817,0.486164234,-0.256502318,0.404822719,0.241167,-0.623672721,0.022790218,0.076652542,-0.36594935,-0.49279245,-0.313857161,-0.255272905,-2.535299317,-1.474191511,0,0
77406,-0.168473889,1.415963353,0.592127046,2.653824627,0.627206116,0.611571095,0.274962947,0.220971781,-1.311625238,0.934285322,-1.103846284,-0.106344799,1.143707805,0.206591813,1.246798854,-0.145229429,-0.099623118,-0.090895689,0.580766545,0.03605171,0.242235939,0.854667562,-0.018083225,-0.730827085,-1.206090129,0.119523928,-0.117302168,-0.05616057,0,0
79448,1.141695399,0.220188886,1.215626055,2.398003873,-0.299321964,0.952548273,-0.645786428,0.336994729,-0.162618985,0.650208171,0.084262746,0.829873623,0.563033367,-0.359778229,-0.994865918,1.036012392,-0.992545341,0.506936463,-0.244360864,-0.096802341,-0.083799409,-0.095031696,-0.074827385,-0.495463779,0.393425968,-0.010730624,0.04116814,0.018043781,0,0
114436,-1.191440029,0.847777191,2.167540381,4.705726435,0.676714825,0.683035039,0.453099491,-0.095496151,-1.163123845,1.799977294,-1.493115741,-0.928729077,-0.460365983,-0.503503096,-0.404257166,-0.809288501,0.556406377,0.02941207,1.644964091,0.053977978,-0.08078784,0.644595682,0.042616397,0.075865554,0.677976262,0.703905283,0.084283711,-0.196728551,0,0
114943,1.886386587,0.170081184,-0.218002921,4.050887029,-0.15078806,0.250888683,-0.33080048,0.163045837,0.07325453,1.347028698,-2.072549696,-1.112929437,-2.219641772,0.090169867,-1.674319162,0.433332977,-0.236921762,-0.286579631,-1.295871961,-0.465872829,0.059931043,0.374056882,0.104342726,-0.133683808,0.028013474,0.149183691,-0.013112093,-0.05296488,0,0
115684,-1.348599276,2.769048916,-0.268662562,3.98736937,1.262075374,0.397691169,1.140480289,0.138232701,-2.944335286,2.233750766,0.474871527,-0.521090716,-0.72374362,1.275272896,-0.386499411,-0.784462499,0.447172908,0.386382469,1.702239179,0.156042287,0.445085488,0.913926573,-0.612199935,0.808971564,1.085521613,0.822749701,-0.71617043,0.032063748,0,0
118624,2.028264982,-0.26058157,-1.108044486,0.146701753,0.081854048,-0.079017236,-0.297416785,0.06215751,0.850838753,0.079092739,0.401004658,0.644198114,-0.618144288,0.458569669,-0.161100007,0.207987239,-0.78839075,0.494576459,0.405106227,-0.24038635,-3.57E-05,0.102097793,0.175010247,0.329217315,-0.036580085,-0.401557267,-0.004735917,-0.055051811,0,0
119445,1.911196135,-0.365939858,0.501557389,1.395284279,-1.095208833,-0.04403537,-1.075931385,0.186580034,1.456061037,0.140294489,-1.055912284,0.206805093,-0.064620168,-0.343287338,0.901476619,0.693789162,-0.797213258,0.561826106,-0.92828816,-0.275487091,0.252546757,0.944623613,0.211981526,-0.039203469,-0.328879619,-0.582408342,0.099423774,-0.018333258,0,0
121282,1.890080869,0.221400792,-0.171553328,4.071601854,-0.171401382,0.133782718,-0.27678674,0.100508732,-0.014838698,1.339075848,-1.957217228,-0.811002421,-1.67362259,-0.021387932,-1.788507669,0.442690008,-0.296220511,-0.291762166,-1.257648255,-0.42655168,0.065659897,0.410582204,0.100756939,0.011634894,0.051296859,0.137272283,-0.012546938,-0.05040624,0,0
121931,-1.184195146,0.804518074,2.240498128,2.853175458,1.0380681,0.171727726,0.457665465,0.290123331,-1.100519363,0.283850179,-2.093161008,-1.21003627,-1.782139126,-0.127494593,-2.155899347,0.431684101,-0.341600255,-0.243473968,-1.58374538,-0.189526869,0.11020873,0.254590895,-0.475647226,-0.046344951,0.888929415,0.225661934,-0.007745578,0.057190559,0,0
123720,2.144609627,0.268172911,-2.364231247,0.504466117,0.770260922,-1.707474303,1.030429863,-0.667159984,-0.183160726,0.261350358,-0.774937608,0.224899013,-0.012095415,0.808640753,-0.240312845,-0.857675056,-0.082753648,-0.780228624,-0.044577351,-0.257200325,0.268727797,0.998521685,-0.183779966,0.024322509,0.684623827,0.730054003,-0.118705492,-0.09433809,0,0
124543,1.981596369,0.766670445,-2.008529464,3.545827555,1.385911481,-0.249485426,0.885531215,-0.183365213,-1.732397272,1.804289719,0.339826099,-0.449413018,-1.65014529,1.275139266,-1.653839604,0.298611888,-0.648517744,-0.094219623,-1.18717864,-0.387276382,0.310266272,0.849466618,-0.102548134,0.698778138,0.613623928,0.31823468,-0.116134713,-0.086042147,0,0
124745,1.86117277,0.248534353,0.005993339,4.166414724,-0.352781483,-0.097211564,-0.252894482,0.061440165,-0.076778189,1.331945241,-1.550095114,-0.556579727,-1.523705369,-0.040848509,-1.84307513,0.311873812,-0.158845422,-0.453710405,-1.41473818,-0.425691216,0.095356925,0.504805233,0.14912036,0.431170313,0.003722732,0.110927897,-0.010553167,-0.04574253,0,0
129401,1.891091304,0.32122595,-0.142903318,4.05821209,-0.048427546,0.166566479,-0.183300611,0.022226167,-0.223478648,1.298604713,-1.722229246,-0.07816405,-0.29568847,-0.295613909,-1.939690665,0.378053917,-0.374961718,-0.460818125,-1.2669515,-0.338266731,0.081502797,0.52343186,0.08421766,0.049361536,0.097920006,0.132654728,-0.003539046,-0.04744688,0,0
133429,2.139337679,-1.049755687,-0.447566662,-1.03945618,-1.036828181,-0.062044158,-1.318023569,0.166715557,-0.04855137,0.947957688,0.90622903,-0.194685043,-0.396074083,-0.164808077,0.030375428,1.561436956,-0.194567202,-0.448583685,0.504532422,-0.052214894,0.436918645,1.24221708,0.186753198,0.723835102,-0.249032378,-0.112947553,0.008805215,-0.051289775,0,0
136834,-1.281949298,-0.880971341,1.572680049,0.473728768,-0.51075257,0.464929387,-1.479577069,0.906946583,1.162603592,-0.500485854,-0.392072825,1.062169866,0.192524834,-0.651501039,-1.33248523,0.098810399,-0.075570214,0.978030167,1.466721646,-0.217816481,0.302678239,1.342682358,0.752444419,-0.251353574,-1.191929152,0.739599038,0.144849194,0.097928068,0,0
146104,1.973675645,-0.469297196,-0.436853276,0.29684072,-0.587064995,-0.122723483,-0.739352705,0.143714058,1.255573282,0.059132982,0.388842549,0.613256526,-0.664505892,0.214119723,0.124121658,0.391255554,-0.832512796,0.904928738,0.02202118,-0.272493665,0.30163776,1.067356567,0.043242482,-0.381845759,-0.056119701,-0.130048171,0.032487268,-0.055697757,0,0
150656,-2.752798521,2.816138453,2.150630443,4.736698334,-2.000658896,2.301492214,-2.702992579,-0.410141757,-0.366027695,1.177195415,-2.263054753,0.908736647,1.187460854,-0.619814504,-1.309968102,-0.144037441,1.342858545,0.442344491,1.408837271,-0.145658648,2.42903568,-0.002044459,0.143126821,0.063520731,0.431691343,0.704296569,0.381104145,0.134873391,0,0
154856,-4.696222496,-0.691552567,-1.140712679,-1.940194508,0.115142501,0.523420499,-3.473750272,-7.257452565,0.915111883,1.949277841,0.62787661,0.249175502,-0.515006647,-0.341446139,-0.78610586,1.950642285,-0.169787159,-0.437634666,-0.312455802,-2.868219124,7.106532775,-0.649893196,-0.148294463,0.738410451,-1.932823265,-0.578506592,-0.239056329,0.325837397,0,0
159914,2.027223825,-0.407233403,-0.565231083,0.335057015,-0.464685739,-0.17911524,-0.669166414,0.052863423,1.478928756,-0.11219495,-1.249504789,-0.037832001,-0.465415585,-0.017698926,0.80042749,0.240093813,-0.624299793,0.481173987,-0.230587422,-0.243475664,0.247562448,0.90591282,0.098650144,0.591729082,-0.004724603,-0.159896307,0.029034261,-0.036432958,0,0
166733,-1.261508929,0.508337763,-0.982431954,-0.444449163,2.007661424,-1.674268423,1.125875124,0.009060123,-1.228995053,-0.801210577,-1.312606317,-0.234790878,-0.347670652,1.133157965,-0.603170515,-0.643576303,-0.045463816,-0.373567299,-0.055865562,0.019644424,0.437657166,0.857241289,-0.59552961,0.770949404,0.855251299,0.68730385,-0.122939152,-0.118983943,0,0
3371,-1.236766103,1.15115744,2.651650077,2.46522092,-0.402151415,1.222216564,-0.578715576,-0.314206723,-0.505811916,0.831137234,0.913944531,0.125372626,-1.158510042,-0.077827982,-0.290401627,-0.007730516,0.179033083,0.195165011,0.175994585,-0.299030229,0.888290691,0.083495164,0.059910023,0.179197969,-0.42001089,0.050577745,-0.211931035,0.146848216,0,0
28131,1.069507365,-0.000361568,1.448935581,2.874497967,-0.736265912,0.831932196,-0.762266818,0.406772138,0.626472583,0.373246177,-1.329442626,-0.186769498,-1.271540898,-0.471346316,-1.111080345,-0.2096666,0.34660557,-0.620637718,-0.916847686,-0.292304637,0.03539309,0.444433343,-0.085413214,0.099090256,0.506438425,0.246418232,0.057863976,0.021132729,0,0
29643,-0.90850516,1.161986496,1.928415579,0.497961297,-0.530007605,-0.192914697,0.096969764,0.527777369,-0.83296243,-0.661922497,1.109628245,1.324142528,0.481335198,0.23304895,-0.73219867,-0.339731671,0.261351101,-0.074232307,1.319597974,-0.016916565,-0.131506951,-0.364673208,-0.15957889,0.574868475,0.147280641,0.284884122,-0.079363066,0.001679247,0,0
30707,-0.964363793,0.176371807,2.464127686,2.672538542,0.145676316,-0.152913151,-0.591983445,0.305065638,-0.148033572,0.518265884,-1.329547314,-0.875953936,-1.383529122,-0.184792637,-0.004008503,0.305214553,-0.096096899,0.2295961,-0.003641464,-0.159173585,0.037476168,0.138111674,-0.024200239,0.365226351,-0.74536858,-0.060544269,0.095691638,0.217638512,0,0
34067,-0.948947745,1.729093536,0.850438295,3.158417544,0.276720767,1.197242834,-1.188817221,-2.361128889,-1.18745941,0.168704298,1.206412677,0.769786985,-0.20124498,-0.839813154,-0.624940066,-0.211733205,1.445704485,0.34963307,0.686959789,0.619584261,-1.173235333,0.75937788,-0.037498348,-0.046395157,-0.514601628,0.195225963,-0.298524481,0.101908942,0,0
34231,1.22747863,0.259312702,0.631639607,1.114057982,-0.565808462,-0.875411571,-0.043449142,-0.074537958,0.280868822,0.003359022,-0.516821047,-0.348632509,-1.14875958,0.537429355,1.206086415,0.348478051,-0.432384243,-0.201906005,-0.273628967,-0.223442664,-0.294502082,-0.913583473,0.165490732,0.29156752,0.246835889,-0.688432793,0.02267265,0.029539978,0,0
34757,1.069052669,-0.045282889,1.436043076,2.880523361,-0.791604138,0.817179504,-0.804335577,0.441999293,0.720360561,0.391458188,-1.435187218,-0.516546765,-1.891611252,-0.347944626,-1.043047997,-0.18058036,0.382039113,-0.544562536,-0.912661225,-0.332032864,0.028263784,0.393650998,-0.077970538,0.082113267,0.485458009,0.248496132,0.053810424,0.019801017,0,0
35599,1.16890859,-0.139981146,-0.095518471,1.735426153,1.699903222,4.646211749,-1.19150208,1.205699913,0.333882136,0.445892377,-1.139157971,0.131478998,-0.213004357,-0.574543657,-1.294483823,0.358217934,-0.493553806,0.140115092,-0.193332591,-0.067161405,-0.033003489,0.114217798,-0.163862791,1.045593076,0.775342706,0.228745398,0.050846477,0.02001855,0,0
35971,1.026704448,-0.060727363,1.465737791,2.759125534,-0.688675756,1.15531262,-0.874287657,0.561597431,0.387036737,0.545999668,0.3440601,0.430500357,-1.488143847,-0.248573301,-1.796794582,-0.006192671,0.102375876,-0.108071099,-0.625344821,-0.289615456,0.085381247,0.545523941,-0.096622762,0.03929149,0.472231823,0.229579264,0.053176266,0.01064132,0,0
37357,1.176272789,-0.043319077,1.229183113,1.404729723,-1.053193722,-0.299459344,-0.648102508,0.136882805,0.902296017,-0.041094128,-0.919117689,-0.317856707,-1.129042217,-0.019737783,0.714583346,0.339529029,-0.350656124,0.348708754,-0.476139027,-0.224196828,0.106355621,0.436093178,-0.068910291,0.367927265,0.466302556,-0.237533794,0.060959331,0.032296921,0,0
39715,-1.592017187,-0.541795221,1.700834531,-1.127247449,1.549060947,-0.94094076,-0.17395323,0.287037783,-0.54036138,-0.733219918,1.106748886,0.39249339,-0.599080305,0.485584192,0.143439504,0.354568945,-0.517221266,-0.319049852,-0.256448604,0.209360263,-0.030216408,-0.573913398,-0.000728639,-0.282121983,0.153987672,0.796829368,-0.104723051,0.051838187,0,0
40549,-2.209987817,0.4015834,0.193383277,-0.957026933,1.877003941,1.604658944,0.026315457,1.043779216,-0.415057644,-0.458141981,0.812917382,1.194904425,0.48205616,0.347707644,-0.18597407,-0.758803195,0.332835883,-1.686085923,-1.363643389,-0.230036512,0.023158959,0.483699395,-0.10400554,-2.116096748,0.389462685,0.602220332,0.278647823,0.023638395,0,0
40977,1.125776501,0.214810236,1.515822188,2.716589456,-0.851598282,0.136586198,-0.599279393,0.199873792,0.203210457,0.511626857,-1.058809893,-0.159372175,-0.573551957,-0.292739319,-0.235903815,0.649469307,-0.380115019,-0.125428147,-0.838037571,-0.203101179,-0.093623149,-0.144470928,0.053421047,0.370290973,0.277098974,-0.041571888,0.038938103,0.034425117,0,0
42750,1.267403205,-1.150754917,0.305648096,-1.223625556,-0.051207258,2.801188371,-1.750272816,0.960323518,-0.003445884,0.541384342,0.268415222,-0.852646371,-1.274907595,-0.173469497,1.053488597,0.693502979,0.731873407,-1.711137725,-0.136767339,-0.122748168,0.340269886,1.12439448,-0.173428216,-2.740676988,0.29002054,0.178695552,0.106411407,-0.022209362,0,0
43179,1.069608408,0.009620948,1.451800582,2.87315899,-0.723968529,0.835210572,-0.752918206,0.398943882,0.605608588,0.369199064,-1.305943828,-0.113485661,-1.133747486,-0.498768914,-1.126198645,-0.216130209,0.338731449,-0.637543314,-0.91777801,-0.283476142,0.03697738,0.455718309,-0.087067142,0.10286292,0.51110074,0.245956477,0.058764765,0.021428665,0,0
46581,1.137952076,0.036560437,1.325960464,2.840190686,-0.750220634,0.566812293,-0.693887306,0.292644529,0.658740215,0.41865208,-1.876564131,-0.404320319,-1.214629826,-0.516097861,-1.333888777,0.188824355,-0.060955651,-0.051270612,-0.42282478,-0.250556956,-0.016162006,0.261728367,-0.15905469,0.049531607,0.626361786,0.239096977,0.040740546,0.020843368,0,0
48571,1.318492208,-0.847200682,1.249334079,-0.559316762,-1.750040185,-0.326864622,-1.332506266,0.203222199,-0.208361042,0.712371687,1.139465653,-0.272441777,-0.943036698,-0.296521133,-0.24254635,1.368265405,0.196224873,-0.470279317,0.682022628,-0.010463029,0.354508174,1.033095525,-0.069265529,0.558255568,0.367074901,-0.07169301,0.041415306,0.013417,0,0
50683,1.2237327,-0.191941844,1.217805391,0.345390905,-1.108750302,-0.411014425,-0.623047599,0.003664476,0.93250003,-0.378334677,-0.524780796,0.909158389,0.902194517,-0.603535587,0.18221408,0.106298498,-0.150609265,-0.442518348,0.155085587,-0.039889112,-0.104403546,-0.043355583,0.04717129,0.471148655,0.193461674,0.757251294,-0.009244886,0.020241197,0,0
51207,-0.454772055,-0.15411576,2.267191895,-1.600021794,-0.74332969,-0.103501109,-0.504217006,0.226548334,-0.618144606,-0.177304906,-0.613193559,-0.681691767,0.047033351,-0.806682824,-0.053426164,1.031879992,0.340751073,-1.369925788,-0.428082198,0.010752668,0.442226619,1.31044157,-0.212913366,0.113221988,-0.222110689,-0.206105583,0.164366819,0.134538595,0,0
51586,1.318658742,-0.85739489,1.242986225,-0.560326381,-1.756973201,-0.321716508,-1.342962824,0.212921236,-0.187619716,0.716288131,1.114624827,-0.346995187,-1.080501663,-0.269388823,-0.226497729,1.375569673,0.203266866,-0.452315501,0.68358535,-0.018702864,0.352741565,1.020532258,-0.067076885,0.567196628,0.362898149,-0.071798126,0.040418959,0.013240304,0,0
51978,-6.726906663,-0.272923553,1.293241669,3.998308496,3.983929046,0.475122957,-9.382508271,-6.538176157,0.081011206,0.867086159,-0.119247637,1.684629971,-1.046698712,1.100421821,1.225247636,-1.061660715,2.502370149,-2.505986115,-0.732538779,-0.640343935,-4.463804065,0.815697838,-5.126556617,-0.265860944,-1.744946751,0.159925463,0.407805446,0.058212402,0,0
56217,-2.340548288,1.276095181,2.086440459,1.293846602,0.438382638,2.415115947,-3.427850349,-4.49656923,-0.446518993,-1.15641545,0.359432796,1.041721413,-0.37729473,0.595307199,1.935482661,-1.283513613,1.605508124,-1.564573011,-1.285525638,1.004092713,-2.189099824,1.917348875,-0.717849748,-0.588560172,-0.449730702,-0.028619189,-0.048741951,0.214313162,0,0
60409,-0.449789691,1.550316675,1.548134328,1.892852692,1.145949843,0.782931417,0.8678537,0.113168086,-2.101442478,0.514676585,0.203142461,0.37805086,1.176269972,0.298592015,0.121654455,0.720388279,-0.963738263,0.28176652,1.252229201,0.178830569,-0.457533388,-1.429336506,-0.21553921,-1.086218179,0.102240075,-0.245588197,0.051008933,0.063300369,0,0
65328,1.208882277,0.752803561,0.571045398,2.477881545,0.042457707,-0.586274831,0.334548645,-0.251291559,-1.035381931,0.662368938,-0.289618234,0.704557045,1.564825645,0.024951824,0.266495631,0.518123096,-0.681190926,-0.481577314,-1.014368167,-0.064200536,0.024513399,0.132298446,-0.072344064,0.419290247,0.620936301,0.032000545,-0.006432446,0.021873377,0,0
69981,-0.601634267,1.60370988,1.087927299,2.677121532,0.018995375,0.43875954,0.066917923,0.706658654,-1.745202361,0.877939468,1.067981688,0.067173193,-0.662691659,1.005544988,0.69197264,-0.100292987,0.241282575,0.253349617,0.661886822,0.049869202,0.203559211,0.58809807,-0.034153783,0.015821707,-0.548234157,0.216074246,0.300408509,0.157042742,0,0
75806,-1.827435256,1.271629612,2.221513307,-0.294645494,0.410366191,1.321551664,0.22534118,0.409017792,0.184576804,-0.154726998,0.696789974,0.257573241,-0.330421529,-0.172885966,1.860618058,-0.836632709,0.426804956,-1.949740743,-2.639003194,-0.327774143,0.179050232,0.470139179,-0.064634819,-0.690968016,-0.133512848,-0.619661937,-1.149545216,-0.434477125,0,0
84736,1.161687996,0.301182933,1.338648974,2.588267831,-0.490937392,0.446707035,-0.515644869,0.151959809,0.029578196,0.472144106,-1.26992841,0.407604711,0.887199245,-0.595774033,-0.351021122,0.729853154,-0.639344355,-0.132062039,-0.659702842,-0.099497745,-0.110485701,-0.122675448,-0.025340835,-0.10503149,0.389744754,-0.014636074,0.047358633,0.032190927,0,0
88319,-2.306419162,-1.572517936,1.928308197,3.581843656,3.439743295,-0.528886427,-1.546839026,0.546778378,-1.133511248,0.895089664,-1.888572853,-0.32857053,0.699418743,-0.319566532,-0.556449612,0.926035277,-0.889165004,0.379950101,-1.180036431,0.66022092,0.480364898,0.628062741,0.229126274,0.263705802,-0.017151613,0.136200946,0.05998057,0.219405392,0,0
125020,1.890636608,0.276304629,-0.155795823,4.064237484,-0.103765772,0.151813787,-0.225369369,0.057453321,-0.12959067,1.316816724,-1.827973838,-0.407941317,-0.915758824,-0.172212219,-1.871658317,0.407140158,-0.339528175,-0.384742944,-1.26276504,-0.377994958,0.074373492,0.472649514,0.091660336,0.032384547,0.07693959,0.134732627,-0.007592597,-0.048778592,0,0
130563,2.113735232,-0.132777339,-1.372156068,0.262048159,0.108523293,-0.842061224,0.102106013,-0.235470971,0.735209184,0.103487518,-1.523784138,-0.302704273,-0.780164597,0.425589586,0.196183362,0.141363083,-0.484205644,-0.526158223,0.413670641,-0.267495184,-0.346885077,-0.904431941,0.267954357,-0.681246158,-0.238148,0.242214372,-0.077607606,-0.069329964,0,0
132102,1.893224043,-0.885921867,0.628751548,0.466703422,-1.234977773,0.924802431,-1.581612031,0.484927619,1.957755184,-0.098735088,0.269683712,1.552192866,0.410787291,-0.995638477,-1.505769739,0.319385999,-0.420111327,0.484333676,0.314904593,-0.152167849,0.157833621,0.886107869,0.228713067,0.856211412,-0.441629155,0.650138628,0.027041111,-0.039131587,0,0
140909,2.08797755,0.045403678,-1.379230313,0.148097432,0.096206426,-1.404410608,0.445940455,-0.481141612,0.51728327,-0.138708696,-0.564490435,1.009802318,0.941014576,0.232583944,-0.018148667,-0.547948313,-0.254405427,-0.835486219,0.266880856,-0.185844822,-0.132301277,-0.142363438,0.181248506,0.085677437,0.064143961,-0.083959881,-0.043024668,-0.061147425,0,0
